Idx,Title,Year,Info,Rating,URL
No.122,超能陆战队 Big Hero 6,(2014),; 导演:唐·霍尔/克里斯·威廉姆斯; 编剧:乔丹·罗伯茨/丹尼尔·吉尔森/罗伯特·L·贝尔德; 主演:斯科特·安第斯/瑞恩·波特/丹尼尔·海尼/T·J·米勒/杰米·钟/小达蒙·韦恩斯/珍尼希斯·罗德里格兹/詹姆斯·克伦威尔/艾伦·图代克/玛娅·鲁道夫/亚布拉哈姆·本鲁比/凯蒂·洛斯/比利·布什/丹尼尔·吉尔森/保罗·布里格斯; 类型:喜剧/动作/科幻/动画/冒险; 官方网站:www.disneyanimation.com/projects/bighero6; 制片国家/地区:美国; 语言:英语; 上映日期:2015-02-28(中国大陆)/2020-07-31(中国大陆重映)/2014-10-23(东京电影节)/2014-11-07(美国); 片长:102分钟; 又名:大英雄联盟(港)/大英雄天团(台)/六大英雄/(●—●); IMDb链接:tt2245084; ; ,8.7,https://movie.douban.com/subject/11026735/
No.123,大鱼 Big Fish,(2003),; 导演:蒂姆·波顿; 编剧:DanielWallace/约翰·奥古斯特; 主演:伊万·麦克格雷格/阿尔伯特·芬尼/比利·克鲁德普/杰西卡·兰格/海伦娜·伯翰·卡特/艾莉森·洛曼/罗伯特·吉尔劳姆/玛丽昂·歌迪亚/马修·麦克格罗里/大卫·丹曼/米西·派勒/卢顿·万恩怀特三世/艾达·泰/艾伦妮·泰/史蒂夫·布西密/丹尼·德维托/迪普·罗伊/海利·安妮·内尔森; 类型:剧情/家庭/奇幻/冒险; ; 制片国家/地区:美国; 语言:英语/法语/俄语/粤语/汉语普通话; 上映日期:2003-12-04(纽约首映)/2004-01-09(美国); 片长:125分钟; 又名:大鱼奇缘(港)/大智若鱼(台)/大鱼老爸; IMDb链接:tt0319061; ; ,8.8,https://movie.douban.com/subject/1291545/
No.124,阳光姐妹淘 써니,(2011),; 导演:姜炯哲; 编剧:姜炯哲/李炳宪; 主演:沈恩京/闵孝琳/姜素拉/南宝拉/陈熙琼/金时厚/柳好贞/朴真珠/李妍京/金甫美/千禹熙/李璟荣; 类型:剧情/喜剧; ; 制片国家/地区:韩国; 语言:韩语; 上映日期:2011-05-04(韩国); 片长:124分钟/135分钟(导演剪辑版); 又名:阳光姊妹淘(港)/桑尼/阳光/永远的七公主/Sunny; IMDb链接:tt1937339; ; ,8.8,https://movie.douban.com/subject/4917726/
No.125,驯龙高手 How to Train Your Dragon,(2010),; 导演:迪恩·德布洛斯/克里斯·桑德斯; 编剧:威廉姆·戴维斯/迪恩·德布洛斯/克里斯·桑德斯/葛蕾熙达·柯维尔; 主演:杰伊·巴鲁切尔/杰拉德·巴特勒/克雷格·费格森/亚美莉卡·费雷拉/乔纳·希尔/克里斯托夫·梅兹-普莱瑟/T·J·米勒/克里斯汀·韦格/罗宾·阿特金·唐斯/菲利普·麦格雷德/基隆·埃利奥特/阿什利·詹森/大卫·田纳特; 类型:动画/奇幻/冒险; 官方网站:www.dreamworksdragons.com/; 制片国家/地区:美国; 语言:英语; 上映日期:2010-05-14(中国大陆)/2010-03-18(俄罗斯)/2010-03-26(美国); 片长:98分钟; 又名:驯龙记(港); IMDb链接:tt0892769; ; ,8.7,https://movie.douban.com/subject/2353023/
No.126,射雕英雄传之东成西就 射鵰英雄傳之東成西就,(1993),; 导演:刘镇伟; 编剧:刘镇伟; 主演:梁朝伟/林青霞/张国荣/叶玉卿/张学友/王祖贤/张曼玉/梁家辉/刘嘉玲/钟镇涛/鲍起静; 类型:喜剧/奇幻/武侠/古装; ; 制片国家/地区:中国香港; 语言:粤语; 上映日期:1993-02-05(中国香港); 片长:113分钟(香港)/98分钟(翡翠高清版); 又名:东成西就/大英雄(日本)/TheEagleShootingHeroes; IMDb链接:tt0108074; ; ,8.7,https://movie.douban.com/subject/1316510/
No.127,借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,(2010),; 导演:米林宏昌; 编剧:宫崎骏/丹羽圭子/玛丽·诺顿; 主演:志田未来/神木隆之介/树木希林/三浦友和/大竹忍/竹下景子/藤原龙也; 类型:动画/奇幻/冒险; 官方网站:karigurashi.jp; 制片国家/地区:日本; 语言:日语; 上映日期:2010-07-17(日本); 片长:94分钟; 又名:借物少女艾莉缇(台)/借东西的小矮人亚莉亚蒂(港)/借东西的阿莉埃蒂/借东西的地下小人/TheBorrowerArrietty/TheSecretWorldofArrietty; IMDb链接:tt1568921; ; ,8.8,https://movie.douban.com/subject/4202302/
No.128,菊次郎的夏天 菊次郎の夏,(1999),; 导演:北野武; 编剧:北野武; 主演:北野武/关口雄介/岸本加世子/吉行和子/细川典江/大家由祐子/磨赤儿/グレート義太夫/井手博士/今村鼠/兼子二郎/田中要次/小岛可奈子; 类型:剧情/喜剧; ; 制片国家/地区:日本; 语言:日语; 上映日期:2020-09(中国大陆)/1999-05-20(戛纳电影节)/1999-06-05(日本); 片长:121分钟; 又名:菊次郎之夏/Kikujirônonatsu/Kikujiro; IMDb链接:tt0199683; ; ,8.8,https://movie.douban.com/subject/1293359/
No.129,幸福终点站 The Terminal,(2004),; 导演:史蒂文·斯皮尔伯格; 编剧:安德鲁·尼科尔/萨沙·杰瓦西/杰夫·内桑森; 主演:汤姆·汉克斯/凯瑟琳·泽塔-琼斯/斯坦利·图齐/齐·麦克布赖德/迭戈·卢纳/巴里·沙巴卡·亨利/库玛·帕拉纳/佐伊·索尔达娜/埃迪·琼斯/祖德·塞克利拉/科瑞·雷诺兹/古列雷莫·迪亚兹/里尼·贝尔/瓦列里·尼古拉耶夫/迈克尔·诺里/BobMorrisey/萨沙·斯皮尔伯格/苏珊·索洛米/卡尔利斯·布克/StephonFuller/丹·芬纳蒂/LydiaBlanco/肯尼斯·崔/卡斯·安瓦尔/康拉德·皮拉/杜桑恩·杜基齐/马克·伊瓦涅/BennyGolson/斯科特·安第斯/罗伯特·科瓦吕比亚/DilvaHenry/卡尔艾拉切/HayatiAkbas/艾力克斯·伯恩斯/埃莱娜·卡多纳/DanChase/查得·R·戴维斯/AntonellaElia/MichaelEliopoulos/MarstonFobbs/RiadGalayini/杰拉德·加纳/JustinRodgersHall/MohammedHassan/AmberHavens/KseniaJarova/BarryJulien/SvilenaKidess/ZuzanaMonroe/艾丽西亚·奥奇瑟/本杰明·奥切恩格; 类型:剧情/喜剧/爱情; ; 制片国家/地区:美国; 语言:英语/保加利亚语/西班牙语/俄语/汉语普通话/德语/法语; 上映日期:2005-01-14(中国大陆)/2004-06-18(美国); 片长:128分钟; 又名:机场客运站(港)/航站情缘(台)/航站奇缘/单程机票航站奇缘/候机楼/单程机票/爱你无国界; IMDb链接:tt0362227; ; ,8.8,https://movie.douban.com/subject/1292274/
No.130,爱在日落黄昏时 Before Sunset,(2004),; 导演:理查德·林克莱特; 编剧:理查德·林克莱特/朱莉·德尔佩/伊桑·霍克/金·克里桑; 主演:伊桑·霍克/朱莉·德尔佩/弗农·多布切夫/路易丝·勒莫瓦纳·托雷斯/罗多尔·保利/玛丽安·普莱施泰格/Diabolo/丹尼·弗拉/艾伯特·德尔佩/玛丽·佩里; 类型:剧情/爱情; ; 制片国家/地区:美国/法国; 语言:英语/法语; 上映日期:2004-02-10(柏林电影节)/2004-07-30(美国); 片长:80分钟; 又名:日落巴黎(港)/爱在日落巴黎时(台)/日落之前/情留相逢时/爱在日落余晖时/爱在日落黄昏前; IMDb链接:tt0381681; ; ,8.8,https://movie.douban.com/subject/1291990/
No.131,恐怖直播 더 테러 라이브,(2013),; 导演:金秉祐; 编剧:金秉祐; 主演:河正宇/李璟荣/全慧珍/李大卫; 类型:剧情/悬疑/犯罪; ; 制片国家/地区:韩国; 语言:韩语; 上映日期:2013-07-31(韩国); 片长:97分钟; 又名:死亡“动”新闻(港)/恐怖攻击直播(台)/TheTerrorLive/90MinutesofTerror; IMDb链接:tt2990738; ; ,8.8,https://movie.douban.com/subject/21360417/
No.132,完美的世界 A Perfect World,(1993),; 导演:克林特·伊斯特伍德; 编剧:约翰·李·汉考克; 主演:凯文·科斯特纳/劳拉·邓恩/克林特·伊斯特伍德/T·J·劳瑟/基斯·斯扎拉巴基克; 类型:剧情/犯罪; 官方网站:https://www.warnerbros.com/movies/perfect-world/; 制片国家/地区:美国; 语言:英语; 上映日期:1993-11-24(美国); 片长:138分钟/125分钟(德国电视版); 又名:强盗保镳; IMDb链接:tt0107808; ; ,9.1,https://movie.douban.com/subject/1300992/
No.133,功夫,(2004),; 导演:周星驰; 编剧:曾瑾昌/陈文强/周星驰/霍昕; 主演:周星驰/元秋/元华/黄圣依/梁小龙/陈国坤/田启文/林子聪/林雪/冯克安/释彦能/冯小刚/袁祥仁/张一白/赵志凌/董志华/何文辉/陈凯师/贾康熙/林子善/任珈锐/王仕颖; 类型:喜剧/动作/犯罪/奇幻; ; 制片国家/地区:中国大陆/中国香港; 语言:粤语/汉语普通话/手语; 上映日期:2004-12-23(中国大陆/中国香港)/2015-01-15(中国大陆3D)/2004-09-14(多伦多电影节); 片长:100分钟(3D重映)/95分钟(中国大陆)/99分钟(美国); 又名:功夫3D/KungFuHustle; IMDb链接:tt0373074; ; 官方小站:; 功夫3D的官方小站; ,8.6,https://movie.douban.com/subject/1291543/
No.134,人生果实 人生フルーツ,(2017),; 导演:伏原健之; ; 主演:津端修一/津端英子/树木希林; 类型:纪录片; 官方网站:life-is-fruity.com; 制片国家/地区:日本; 语言:日语; 上映日期:2017-01-02(日本); 片长:91分钟; 又名:积存时间的生活(台)/人生水果/LifeIsFruity; IMDb链接:tt6161512; ; ,9.5,https://movie.douban.com/subject/26874505/
No.135,神偷奶爸 Despicable Me,(2010),; 导演:皮埃尔·柯芬/克里斯·雷纳德; 编剧:肯·道里欧/塞尔希奥·巴勃罗斯/辛科·保罗; 主演:史蒂夫·卡瑞尔/杰森·席格尔/拉塞尔·布兰德/朱莉·安德鲁斯/威尔·阿奈特/克里斯汀·韦格/米兰达·卡斯格拉夫/达纳·盖尔/艾尔西·费舍尔/皮埃尔·柯芬/克里斯·雷纳德/杰梅奈·克莱门特/杰克·麦克布瑞尔/丹尼·麦克布莱德/敏迪·卡灵/罗布·许贝尔/肯·道里欧/郑肯; 类型:喜剧/动画/冒险; 官方网站:www.despicableme.com; 制片国家/地区:美国/法国; 语言:英语; 上映日期:2010-06-20(莫斯科电影节)/2010-07-09(美国); 片长:95分钟; 又名:卑鄙的我/坏蛋奖门人(港)/偷天换“月”(港)/我很贱/Baby的我; IMDb链接:tt1323594; ; ,8.6,https://movie.douban.com/subject/3287562/
No.136,"怪兽电力公司 Monsters, Inc.",(2001),; 导演:彼特·道格特/大卫·斯沃曼/李·昂克里奇; 编剧:安德鲁·斯坦顿/丹尼尔·吉尔森/罗伯特·L·贝尔德/瑞特·里斯/乔纳森·罗伯特/彼特·道格特/杰夫·皮金/吉尔·卡尔顿/拉夫·埃格尔斯顿; 主演:约翰·古德曼/比利·克里斯托/玛丽·吉布斯/史蒂夫·布西密/詹姆斯·柯本/詹妮弗·提莉/鲍勃·彼德森/约翰·拉岑贝格/弗兰克·奥兹/丹尼尔·吉尔森/邦尼·亨特/杰克·安杰尔/塞缪尔·洛德·布莱克/史蒂夫·萨斯坎德; 类型:喜剧/动画/儿童/奇幻/冒险; 官方网站:www.monstersinc.com; 制片国家/地区:美国; 语言:英语; 上映日期:2001-11-02(美国)/2012-12-19(美国); 片长:92分钟; 又名:怪兽公司(港)/怪物公司; IMDb链接:tt0198781; ; ,8.7,https://movie.douban.com/subject/1291579/
No.137,玩具总动员3 Toy Story 3,(2010),; 导演:李·昂克里奇; 编剧:迈克尔·阿恩特/约翰·拉塞特/安德鲁·斯坦顿/李·昂克里奇; 主演:汤姆·汉克斯/蒂姆·艾伦/琼·库萨克/尼德·巴蒂/唐·里克斯/迈克尔·基顿; 类型:喜剧/动画/奇幻/冒险; 官方网站:http://disney.go.com/toystory/; 制片国家/地区:美国; 语言:英语/西班牙语; 上映日期:2010-06-16(中国大陆)/2010-06-18(美国); 片长:103分钟; 又名:反斗奇兵3(港)/玩具的故事3; IMDb链接:tt0435761; ; ,8.8,https://movie.douban.com/subject/1858711/
No.138,傲慢与偏见 Pride & Prejudice,(2005),; 导演:乔·赖特; 编剧:简·奥斯汀/黛博拉·莫盖茨; 主演:凯拉·奈特莉/马修·麦克费登/唐纳德·萨瑟兰/布兰达·布莱斯/凯瑞·穆里根/裴淳华/吉娜·马隆/妲露拉·莱莉/朱迪·丹奇/西蒙·伍兹/克劳迪·布莱克利/汤姆·霍兰德/鲁伯特·弗兰德/凯利·蕾莉/皮普·托伦斯/西妮德·马修斯/佩内洛普·威尔顿/塔姆金·莫钦特; 类型:剧情/爱情; ; 制片国家/地区:法国/英国/美国; 语言:英语; 上映日期:2005-09-16(英国); 片长:129分钟/135分钟(加拿大); 又名:傲慢与偏见2005/PrideAndPrejudice; IMDb链接:tt0414387; ; ,8.6,https://movie.douban.com/subject/1418200/
No.139,天书奇谭,(1983),; 导演:王树忱/钱运达; 编剧:王树忱/包蕾; 主演:丁建华/毕克/苏秀/程晓桦/施融/于鼎/杨成纯/孙渝烽/胡庆汉/尚华/刘广宁/乔榛/严崇德/伍经纬/童自荣/程玉珠/曹雷/王建新/杨文元/富润生/刘钦/刘风/翟巍/张欣/郭易峰/王肖兵; 类型:动画/奇幻; ; 制片国家/地区:中国大陆; 语言:汉语普通话; 上映日期:1983(中国大陆); 片长:89分钟; 又名:TheLegendofSealedBook/SecretsoftheHeavenlyBook; IMDb链接:tt6035092; ; ,9.2,https://movie.douban.com/subject/1428581/
No.140,血战钢锯岭 Hacksaw Ridge,(2016),; 导演:梅尔·吉布森; 编剧:安德鲁·奈特/罗伯特·申坎; 主演:安德鲁·加菲尔德/萨姆·沃辛顿/文斯·沃恩/雨果·维文/卢克·布雷西/泰莉莎·帕尔墨/瑞切尔·格里菲斯/内森奈尔·布佐里克/理查德·劳斯伯格/马特·纳夫莱/费拉斯·迪拉尼/瑞安·柯尔/卢克·佩格勒; 类型:剧情/传记/历史/战争; 官方网站:www.hacksawridge.movie/; 制片国家/地区:美国/澳大利亚; 语言:英语; 上映日期:2016-12-08(中国大陆)/2016-09-04(威尼斯电影节)/2016-11-04(美国); 片长:139分钟(中国大陆)/140分钟(美国); 又名:钢锯岭/钢铁英雄(台)/TheConscientiousObjector; IMDb链接:tt2119532; ; ,8.7,https://movie.douban.com/subject/26325320/
No.141,教父3 The Godfather: Part III,(1990),; 导演:弗朗西斯·福特·科波拉; 编剧:马里奥·普佐/弗朗西斯·福特·科波拉; 主演:阿尔·帕西诺/黛安·基顿/塔莉娅·夏尔/安迪·加西亚/埃里·瓦拉赫/乔·曼特纳/乔治·汉密尔顿/布里吉特·芳达/索菲亚·科波拉/雷夫·瓦朗/弗兰克·德安布罗西奥/敦尔·当纳利/理查德·布赖特/赫尔穆特·贝格/唐·诺韦洛; 类型:剧情/犯罪; ; 制片国家/地区:美国; 语言:英语/意大利语/德语/拉丁语; 上映日期:1990-12-25(美国); 片长:170分钟; 又名:教父第三集/教父III; IMDb链接:tt0099674; ; ,8.9,https://movie.douban.com/subject/1294240/
No.142,时空恋旅人 About Time,(2013),; 导演:理查德·柯蒂斯; 编剧:理查德·柯蒂斯; 主演:多姆纳尔·格里森/瑞秋·麦克亚当斯/比尔·奈伊/莉迪亚·威尔逊/琳赛·邓肯/理查德·科德里/约书亚·麦圭尔/汤姆·霍兰德/玛格特·罗比/维尔·梅里克/凡妮莎·柯比/汤姆·休斯/哈利·海顿-佩顿/米切尔·马伦/丽莎·艾科恩/珍妮·莱恩斯福德/菲利普-沃斯/凯瑟琳·斯戴曼/汤姆·斯托顿/安部春香/李·阿斯奎斯-柯/理查德·班克斯/保罗·布莱克维尔/贝恩·科拉科/格拉姆·柯里/罗薇娜·戴蒙德/约翰·达根/迪诺·法赞尼/内芙·加切夫/理查德·E·格兰特/理查德·格雷弗斯/李·尼古拉斯·哈里斯/理查德·赫德曼/李仙湖/马修·C·马蒂诺/马汀·麦格/艾莉克丝摩尔; 类型:喜剧/爱情/奇幻; ; 制片国家/地区:英国; 语言:英语; 上映日期:2013-09-04(英国); 片长:123分钟; 又名:时空旅恋人/回到最爱的一天(港)/真爱每一天(台); IMDb链接:tt2194499; ; ,8.7,https://movie.douban.com/subject/10577869/
No.143,风之谷 風の谷のナウシカ,(1984),; 导演:宫崎骏; 编剧:宫崎骏; 主演:岛本须美/松田洋治/榊原良子/辻村真人/京田尚子/纳谷悟朗/永井一郎/宫内幸平/八奈见乘儿/矢田稔/富永美伊奈/家弓家正/吉田理保子/菅谷政子/坂本千夏/鳕子/麦人/大塚芳忠; 类型:动画/奇幻/冒险; ; 制片国家/地区:日本; 语言:日语; 上映日期:1992-05(中国大陆)/1984-03-11(日本); 片长:117分钟; 又名:风谷少女/KazenotaninoNaushika/NausicaäoftheValleyoftheWind; IMDb链接:tt0087544; ; ,8.9,https://movie.douban.com/subject/1291585/
No.144,釜山行 부산행,(2016),; 导演:延尚昊; 编剧:延尚昊; 主演:孔侑/郑有美/马东锡/金秀安/金义城/崔宇植/安昭熙/崔奎华/郑锡勇/艺秀晶/朴明申/张赫镇/禹都临/沈恩京; 类型:动作/惊悚/灾难; ; 制片国家/地区:韩国; 语言:韩语; 上映日期:2016-05-13(戛纳电影节)/2016-07-20(韩国); 片长:118分钟; 又名:尸杀列车(港)/尸速列车(台)/TraintoBusan/Busanhaeng; IMDb链接:tt5700672; ; ,8.5,https://movie.douban.com/subject/25986180/
No.145,电锯惊魂 Saw,(2004),; 导演:温子仁; 编剧:温子仁/雷·沃纳尔; 主演:雷·沃纳尔/加利·艾尔维斯/丹尼·格洛弗/肯·梁/迪娜·迈耶/迈克·巴特斯/保罗·古德勒支/迈克尔·爱默生/本尼托·马丁内斯/肖妮·史密斯/麦肯兹·韦加/莫妮卡·波特/耐德·巴拉米/亚丽姗卓·全/托宾·贝尔; 类型:悬疑/惊悚/恐怖; ; 制片国家/地区:美国; 语言:英语; 上映日期:2004-01-19(圣丹斯电影节)/2004-10-29(美国); 片长:103分钟; 又名:夺魂锯(台)/恐惧斗室(港)/你死我活/链锯惊魂; IMDb链接:tt0387564; ; ,8.7,https://movie.douban.com/subject/1417598/
No.146,上帝之城 Cidade de Deus,(2002),; 导演:费尔南多·梅里尔斯/卡迪亚·兰德; 编剧:保罗·林斯/布罗里欧·曼托伐尼; 主演:亚历桑德雷·罗德里格斯/莱安德鲁·菲尔米诺/菲利佩·哈根森/道格拉斯·席尔瓦/乔纳森·哈根森/马修斯·纳克加勒/索·豪黑/艾莉丝·布拉加; 类型:剧情/犯罪; ; 制片国家/地区:巴西/法国; 语言:葡萄牙语; 上映日期:2002-05-18(戛纳电影节)/2002-08-30(巴西); 片长:130分钟; 又名:无主之城(港)/无法无天(台)/CityofGod; IMDb链接:tt0317248; ; ,8.9,https://movie.douban.com/subject/1292208/
No.147,哪吒闹海,(1979),; 导演:严定宪/王树忱/徐景达; 编剧:王树忱; 主演:梁正晖/邱岳峰/毕克/富润生/尚华/于鼎; 类型:动画/奇幻/冒险; ; 制片国家/地区:中国大陆; 语言:汉语普通话; 上映日期:1979-05-19(中国大陆); 片长:65分钟; 又名:PrinceNezha'sTriumphAgainstDragonKing/Nezhanaohai; IMDb链接:tt0354770; ; ,9.1,https://movie.douban.com/subject/1307315/
No.148,被解救的姜戈 Django Unchained,(2012),; 导演:昆汀·塔伦蒂诺; 编剧:昆汀·塔伦蒂诺; 主演:杰米·福克斯/莱昂纳多·迪卡普里奥/克里斯托弗·瓦尔兹/塞缪尔·杰克逊/凯丽·华盛顿/沃尔顿·戈金斯/丹尼斯·克里斯托弗/乔纳·希尔/詹姆斯·瑞马尔/爱波·塔布琳/弗兰科·内罗/罗伯特·卡拉丁/佐伊·贝尔; 类型:剧情/动作/西部/冒险; 官方网站:unchainedmovie.com; 制片国家/地区:美国; 语言:英语/法语/德语; 上映日期:2013-05-12(中国大陆)/2012-12-25(美国); 片长:163分钟(中国大陆)/165分钟(美国); 又名:被解放的姜戈/决杀令(台)/黑杀令(港)/被解放的迪亚戈/铁血枷锁/解放的詹哥/奔放的强哥/强哥好强; IMDb链接:tt1853728; ; ,8.7,https://movie.douban.com/subject/6307447/
No.149,喜宴 囍宴,(1993),; 导演:李安; 编剧:李安/冯光远/詹姆斯·夏慕斯; 主演:赵文瑄/郎雄/归亚蕾/金素梅/米切尔·利希藤斯坦; 类型:剧情/喜剧/爱情/同性/家庭; ; 制片国家/地区:中国台湾/美国; 语言:汉语普通话/英语; 上映日期:1993-02(柏林电影节)/1993-08-04(美国); 片长:108分钟; 又名:TheWeddingBanquet; IMDb链接:tt0107156; ; ,8.9,https://movie.douban.com/subject/1303037/
No.150,哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban,(2004),; 导演:阿方索·卡隆; 编剧:史蒂夫·克洛夫斯/J·K·罗琳; 主演:丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/加里·奥德曼/朱丽·沃特斯/邦妮·怀特/大卫·休里斯/迈克尔·刚本/艾伦·瑞克曼/玛吉·史密斯/汤姆·费尔顿/艾玛·汤普森/朱莉·克里斯蒂/蒂莫西·斯波; 类型:奇幻/冒险; 官方网站:www.azkaban.com; 制片国家/地区:英国/美国; 语言:英语; 上映日期:2004-09-10(中国大陆)/2004-05-31(英国); 片长:141分钟; 又名:哈利波特3：阿兹卡班的逃犯(港/台)/哈利·波特与阿兹卡班的逃犯/哈3; IMDb链接:tt0304141; ; ,8.7,https://movie.douban.com/subject/1291544/
No.151,七武士 七人の侍,(1954),; 导演:黑泽明; 编剧:黑泽明/桥本忍/小国英雄; 主演:三船敏郎/志村乔/津岛惠子/岛崎雪子/藤原釜足/加东大介/木村功/千秋实/宫口精二/小杉义男/左卜全/稻叶义男/土屋嘉男/高堂国典/东野英治郎/上田吉二郎/多多良纯/渡边笃/小川虎之助/山形勋/上山草人/清水元/高木新平/大友伸/高原骏雄/稻垣三郎/堺左千夫/千石规子/本间文子/大久保正信/伊藤实/大村千吉/广濑正一/宇野晃司/谷晃/中岛春雄/清水美恵/熊谷卓三/夏木顺平/岩本弘司/堤康久/马野都留子/森今日子/加藤武/仲代达矢/宇津井健/山本廉; 类型:剧情/动作/冒险; ; 制片国家/地区:日本; 语言:日语; 上映日期:1954-04-26(日本); 片长:207分钟/160分钟(国际版)/150分钟(英国初版)/190分钟(英国1991重映版)/141分钟(美国初版)/203分钟(美国重映版); 又名:七侠四义(港)/七剑客(港)/TheSevenSamurai/Shichininnosamurai; IMDb链接:tt0047478; ; ,9.2,https://movie.douban.com/subject/1295399/
No.152,英雄本色,(1986),; 导演:吴宇森; 编剧:陈庆嘉/吴宇森/梁淑华; 主演:周润发/狄龙/张国荣/朱宝意/李子雄/田丰/吴宇森/曾江/成奎安/徐克/陈志辉; 类型:剧情/动作/犯罪; ; 制片国家/地区:中国香港; 语言:粤语/汉语普通话/英语; 上映日期:1986-08-02(中国香港)/2017-11-17(中国大陆); 片长:95分钟; 又名:ABetterTomorrow/GanglandBoss; IMDb链接:tt0092263; ; ,8.7,https://movie.douban.com/subject/1297574/
No.153,谍影重重3 The Bourne Ultimatum,(2007),; 导演:保罗·格林格拉斯; 编剧:托尼·吉尔罗伊/乔治·诺非/斯科特·Z·本恩斯; 主演:马特·达蒙/朱丽娅·斯蒂尔斯/大卫·斯特雷泽恩/斯科特·格伦/帕迪·康斯戴恩/埃德加·拉米雷兹/阿尔伯特·芬尼/琼·艾伦/TomGallop/克里·约翰逊/丹尼尔·布鲁赫/乔伊·安沙/科林·斯廷顿/丹·弗雷登堡/LucyLiemann; 类型:动作/悬疑/惊悚; ; 制片国家/地区:美国/德国; 语言:英语/法语/阿拉伯语/俄语/西班牙语; 上映日期:2007-11-15(中国大陆)/2007-08-03(美国); 片长:115分钟; 又名:叛谍追击3：最后通牒(港)/神鬼认证：最后通牒(台)/伯恩的最后通牒/终极伯恩; IMDb链接:tt0440963; ; ,8.8,https://movie.douban.com/subject/1578507/
No.154,我是山姆 I Am Sam,(2001),; 导演:杰茜·尼尔森; 编剧:杰茜·尼尔森/克里斯汀·约翰逊; 主演:西恩·潘/达科塔·范宁/米歇尔·菲佛/黛安·韦斯特/洛雷塔·迪瓦恩/理查德·希夫/劳拉·邓恩; 类型:剧情/家庭; ; 制片国家/地区:美国; 语言:英语; 上映日期:2001-12-03(美国); 片长:132分钟; 又名:不一样的爸爸(港)/他不笨，他是我爸爸(台); IMDb链接:tt0277027; ; ,8.9,https://movie.douban.com/subject/1306861/
No.155,头号玩家 Ready Player One,(2018),; 导演:史蒂文·斯皮尔伯格; 编剧:扎克·佩恩/恩斯特·克莱恩; 主演:泰伊·谢里丹/奥利维亚·库克/本·门德尔森/马克·里朗斯/丽娜·维特/森崎温/赵家正/西蒙·佩吉/T·J·米勒/汉娜·乔恩-卡门/拉尔夫·伊内森/苏珊·林奇/克莱尔·希金斯/劳伦斯·斯佩尔曼/佩蒂塔·维克斯/艾萨克·安德鲁斯; 类型:动作/科幻/冒险; ; 制片国家/地区:美国; 语言:英语/日语/汉语普通话; 上映日期:2018-03-30(中国大陆)/2018-03-11(西南偏南电影节)/2018-03-29(美国); 片长:140分钟; 又名:玩家一号/挑战者1号(港)/一级玩家(台)/一号玩家; IMDb链接:tt1677720; ; ,8.7,https://movie.douban.com/subject/4920389/
No.156,岁月神偷 歲月神偷,(2010),; 导演:罗启锐; 编剧:罗启锐/张婉婷; 主演:吴君如/任达华/钟绍图/李治廷/蔡颖恩/秦沛/夏萍/谷德昭/许鞍华/张同祖/庄域飞/威廉希路/李健兴/林耀祺/廖爱玲/张翼东/钱耀荣/谭瓒强/陈庆航/黎祥荣; 类型:剧情/家庭; ; 制片国家/地区:中国香港/中国大陆; 语言:粤语/汉语普通话/英语/上海话/法语; 上映日期:2010-03-11(中国香港)/2010-04-16(中国大陆)/2010-02-14(柏林电影节); 片长:117分钟/120分钟(柏林电影节); 又名:1969太空漫游/EchoesOfTheRainbow; IMDb链接:tt1602572; ; ,8.7,https://movie.douban.com/subject/3792799/
No.157,纵横四海 緃横四海,(1991),; 导演:吴宇森; 编剧:吴宇森/高志森/秦小珍; 主演:周润发/张国荣/钟楚红/朱江/曾江/胡枫/唐宁/邓一君; 类型:剧情/喜剧/动作/犯罪; ; 制片国家/地区:中国香港; 语言:粤语/汉语普通话/客家话/英语/法语; 上映日期:1991-02-02(中国香港); 片长:108分钟; 又名:OnceaThief; IMDb链接:tt0101020; ; ,8.8,https://movie.douban.com/subject/1295409/
No.158,疯狂原始人 The Croods,(2013),; 导演:柯克·德·米科/克里斯·桑德斯; 编剧:克里斯·桑德斯/柯克·德·米科/约翰·克立斯; 主演:尼古拉斯·凯奇/艾玛·斯通/瑞恩·雷诺兹/凯瑟琳·基纳/克萝丽丝·利奇曼/克拉克·杜克/克里斯·桑德斯/兰迪·汤姆; 类型:喜剧/动画/冒险; ; 制片国家/地区:美国; 语言:英语; 上映日期:2013-04-20(中国大陆)/2013-02-15(柏林电影节)/2013-03-22(美国); 片长:98分钟; 又名:古鲁家族(港/台)/克鲁德一家/疯狂家族; IMDb链接:tt0481499; ; ,8.7,https://movie.douban.com/subject/1907966/
